id_produit,reference_fournisseur,nom_produit,libelle_source,description,categorie,sous_categorie,regle_de_classification,marque,id_producteur,producteur,producteur_libelle_source,id_fournisseur,fournisseur,canal_de_commande,url_photo,origine_pays,origine_region,origine_departement,lieu_fabrication,appellation,niveau_preuve_origine,caractere_local,savoir_faire_francais,alerte_matiere_premiere,poids_net_g,volume_ml,mention_poids_volume_source,degre_alcool,alcool,type_alcool,dlc_ddm,mention_source,prix_achat_ht,prix_achat_texte_source,unite_de_prix,libelle_colonne_prix_source,tva_taux,prix_achat_ttc,prix_au_kg_ht,droits_accises,prix_hors_droits_ht,prix_vente_ht,prix_vente_ttc,marge_eur,taux_marge,prix_min_acceptable,prix_max_conseille,coefficient_applique,calcul_prix_vente,statut_prix_vente,conditionnement,quantite_par_conditionnement,multiple_commande_source,multiple_commande_valeur,minimum_commande,panachage,poids_brut_g,longueur_cm,largeur_cm,hauteur_cm,volume_dm3,fragile,contient_verre,liquide,sensible_chocs,protection_necessaire,protection_type,contraintes_transport,personnalisable,type_personnalisation,cout_personnalisation,delai_personnalisation,fournisseur_personnalisation,niveau_gamme,niveau_noblesse_propose,noblesse_justification,noblesse_statut,saisonnalite,produit_noel,produit_premium,produit_local_emblematique,tags_opportunite,stock_interne,stock_reserve,stock_disponible,stock_fournisseur,delai_fournisseur,quantite_minimum_commande,disponibilite,statut_ligne,doublon_potentiel,conflit_prix,anomalie_source,champs_a_confirmer,source,ligne_source
PROD-0279,À CONFIRMER,CARAMELS d'Isigny beurre salé 150 g Deauville,CARAMELS d'Isigny beurre salé 150 g Deauville,À CONFIRMER,CONFISERIE,CARAMEL,règle 28,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte bois ronde,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150 g,,NON,,12 MOIS,,5.11,5.11,unité,PU HT,0.2,6.132,,,,12.3,14.76,7.19,0.5846,7.9,15.4,2.4,5.11 € × 2.40 (catégorie CONFISERIE) × 1.00 (palier 3–8 €) = 12.26 € → arrondi 12.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte bois ronde,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (5.11 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 288
PROD-0280,À CONFIRMER,CARAMELS d'Isigny 150 g Assortiment Normand Vache,CARAMELS d'Isigny 150 g Assortiment Normand Vache,À CONFIRMER,CONFISERIE,CARAMEL,règle 28,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte bois ronde,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150 g,,NON,,12 MOIS,,5.11,5.11,unité,PU HT,0.2,6.132,,,,12.3,14.76,7.19,0.5846,7.9,15.4,2.4,5.11 € × 2.40 (catégorie CONFISERIE) × 1.00 (palier 3–8 €) = 12.26 € → arrondi 12.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte bois ronde,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (5.11 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 289
PROD-0281,À CONFIRMER,CARAMELS d'Isigny 200 g Assortiment Normand,CARAMELS d'Isigny 200 g Assortiment Normand,À CONFIRMER,CONFISERIE,CARAMEL,règle 28,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte 4 faces,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,200.0,,200 g,,NON,,12 MOIS,,7.5,7.5,unité,PU HT,0.2,9.0,,,,18.0,21.6,10.5,0.5833,11.5,22.5,2.4,7.50 € × 2.40 (catégorie CONFISERIE) × 1.00 (palier 3–8 €) = 18.00 € → arrondi 18.00 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte 4 faces,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (7.50 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,29,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 290
PROD-0282,À CONFIRMER,CARAMELS 1/2 sucrette 100g Ouistreham B-LEC,CARAMELS 1/2 sucrette 100g Ouistreham B-LEC,À CONFIRMER,CONFISERIE,CARAMEL,règle 28,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte fer,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,100.0,,100g,,NON,,6 MOIS,,4.64,4.64,unité,PU HT,0.2,5.568,,,,11.1,13.32,6.46,0.582,7.1,13.9,2.4,4.64 € × 2.40 (catégorie CONFISERIE) × 1.00 (palier 3–8 €) = 11.14 € → arrondi 11.10 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte fer,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (4.64 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 291
PROD-0283,À CONFIRMER,CARAMELS 1/2 sucrette 100g Caen château B-LEC,CARAMELS 1/2 sucrette 100g Caen château B-LEC,À CONFIRMER,CONFISERIE,CARAMEL,règle 28,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte fer,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,100.0,,100g,,NON,,6 MOIS,,4.64,4.64,unité,PU HT,0.2,5.568,,,,11.1,13.32,6.46,0.582,7.1,13.9,2.4,4.64 € × 2.40 (catégorie CONFISERIE) × 1.00 (palier 3–8 €) = 11.14 € → arrondi 11.10 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte fer,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (4.64 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 292
PROD-0284,À CONFIRMER,BISCUITS 150g CAEN Mairie,BISCUITS 150g CAEN Mairie,À CONFIRMER,BISCUITERIE,BISCUIT,règle 14,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte fer,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150g,,NON,,6 MOIS,,7.31,7.31,unité,PU HT,0.055,7.712,,,,17.5,18.46,10.19,0.5823,11.2,22.0,2.4,7.31 € × 2.40 (catégorie BISCUITERIE) × 1.00 (palier 3–8 €) = 17.54 € → arrondi 17.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte fer,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (7.31 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 293
PROD-0285,À CONFIRMER,BISCUITS 150g Ouistreham B-LEC,BISCUITS 150g Ouistreham B-LEC,À CONFIRMER,BISCUITERIE,BISCUIT,règle 14,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte fer,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150g,,NON,,6 MOIS,,7.31,7.31,unité,PU HT,0.055,7.712,,,,17.5,18.46,10.19,0.5823,11.2,22.0,2.4,7.31 € × 2.40 (catégorie BISCUITERIE) × 1.00 (palier 3–8 €) = 17.54 € → arrondi 17.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte fer,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (7.31 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 294
PROD-0286,À CONFIRMER,BISCUITS 150g Caen Château B-LEC,BISCUITS 150g Caen Château B-LEC,À CONFIRMER,BISCUITERIE,BISCUIT,règle 14,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte fer,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150g,,NON,,6 MOIS,,7.31,7.31,unité,PU HT,0.055,7.712,,,,17.5,18.46,10.19,0.5823,11.2,22.0,2.4,7.31 € × 2.40 (catégorie BISCUITERIE) × 1.00 (palier 3–8 €) = 17.54 € → arrondi 17.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte fer,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (7.31 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 295
PROD-0287,À CONFIRMER,BISCUITS 150g Caen cœur de ville Aquarelle,BISCUITS 150g Caen cœur de ville Aquarelle,À CONFIRMER,BISCUITERIE,BISCUIT,règle 14,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte fer,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150g,,NON,,6 MOIS,,7.31,7.31,unité,PU HT,0.055,7.712,,,,17.5,18.46,10.19,0.5823,11.2,22.0,2.4,7.31 € × 2.40 (catégorie BISCUITERIE) × 1.00 (palier 3–8 €) = 17.54 € → arrondi 17.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte fer,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (7.31 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 296
PROD-0288,À CONFIRMER,Biscuits 150g Pays D'Auge Aquarelle,Biscuits 150g Pays D'Auge Aquarelle,À CONFIRMER,BISCUITERIE,BISCUIT,règle 14,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte fer,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150g,,NON,,6 MOIS,,7.31,7.31,unité,PU HT,0.055,7.712,,,,17.5,18.46,10.19,0.5823,11.2,22.0,2.4,7.31 € × 2.40 (catégorie BISCUITERIE) × 1.00 (palier 3–8 €) = 17.54 € → arrondi 17.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte fer,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (7.31 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 297
PROD-0289,À CONFIRMER,Biscuits 150g Cambremer Aquarelle,Biscuits 150g Cambremer Aquarelle,À CONFIRMER,BISCUITERIE,BISCUIT,règle 14,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES Boîte fer,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150g,,NON,,6 MOIS,,7.31,7.31,unité,PU HT,0.055,7.712,,,,17.5,18.46,10.19,0.5823,11.2,22.0,2.4,7.31 € × 2.40 (catégorie BISCUITERIE) × 1.00 (palier 3–8 €) = 17.54 € → arrondi 17.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",Boîte fer,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (7.31 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 298
PROD-0290,À CONFIRMER,POMMEAU 35cl Pique-nique sous les pommiers,POMMEAU 35cl Pique-nique sous les pommiers,À CONFIRMER,BOISSON_ALCOOLISEE,POMMEAU,règle 35,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,,350.0,35cl,À CONFIRMER,OUI,POMMEAU,À CONFIRMER,,9.0,9,unité,PU HT,0.2,10.8,,,,15.3,18.36,6.3,0.4118,13.8,19.1,1.702,9.00 € × 1.85 (sous-catégorie POMMEAU) × 0.92 (palier 8–20 €) = 15.32 € → arrondi 15.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",À CONFIRMER,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,OUI_DEDUIT_DU_CONDITIONNEMENT,À CONFIRMER,À CONFIRMER,À CONFIRMER,"Boisson alcoolisée : vérifier les contraintes transporteur (déclaration, casse, interdiction sur certains services)",À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,PREMIUM,4,palier de prix d'achat (9.00 € HT) → 3 ; spiritueux/vin de garde → +1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,OUI,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; PREMIUM,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,31,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 299
PROD-0291,À CONFIRMER,Caramels d'Isigny beurre salé 150 g  D-DAY drapeau,Caramels d'Isigny beurre salé 150 g  D-DAY drapeau,À CONFIRMER,CONFISERIE,CARAMEL,règle 28,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES D-DAY Boîte bois,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,150.0,,150 g,,NON,,12 MOIS,,5.11,5.11,unité,PU HT,0.2,6.132,,,,12.3,14.76,7.19,0.5846,7.9,15.4,2.4,5.11 € × 2.40 (catégorie CONFISERIE) × 1.00 (palier 3–8 €) = 12.26 € → arrondi 12.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",D-DAY Boîte bois,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SIGNATURE,3,palier de prix d'achat (5.11 € HT) → 3,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 300
PROD-0292,À CONFIRMER,Caramels d'Isigny 1/2 sucrette 100 g Parachute,Caramels d'Isigny 1/2 sucrette 100 g Parachute,À CONFIRMER,CONFISERIE,CARAMEL,règle 28,BALADES NORMANDES,FOUR-0018,BALADES NORMANDES,BALADES NORMANDES D-DAY Boîte métal,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Calvados (14),À CONFIRMER (siège du producteur : 14610 Cairon),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,100.0,,100 g,,NON,,6 MOIS,,4.64,4.64,unité,PU HT,0.2,5.568,,,,11.1,13.32,6.46,0.582,7.1,13.9,2.4,4.64 € × 2.40 (catégorie CONFISERIE) × 1.00 (palier 3–8 €) = 11.14 € → arrondi 11.10 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",D-DAY Boîte métal,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON_DEDUIT_DU_CONDITIONNEMENT,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (4.64 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,28,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 301
