id_produit,reference_fournisseur,nom_produit,libelle_source,description,categorie,sous_categorie,regle_de_classification,marque,id_producteur,producteur,producteur_libelle_source,id_fournisseur,fournisseur,canal_de_commande,url_photo,origine_pays,origine_region,origine_departement,lieu_fabrication,appellation,niveau_preuve_origine,caractere_local,savoir_faire_francais,alerte_matiere_premiere,poids_net_g,volume_ml,mention_poids_volume_source,degre_alcool,alcool,type_alcool,dlc_ddm,mention_source,prix_achat_ht,prix_achat_texte_source,unite_de_prix,libelle_colonne_prix_source,tva_taux,prix_achat_ttc,prix_au_kg_ht,droits_accises,prix_hors_droits_ht,prix_vente_ht,prix_vente_ttc,marge_eur,taux_marge,prix_min_acceptable,prix_max_conseille,coefficient_applique,calcul_prix_vente,statut_prix_vente,conditionnement,quantite_par_conditionnement,multiple_commande_source,multiple_commande_valeur,minimum_commande,panachage,poids_brut_g,longueur_cm,largeur_cm,hauteur_cm,volume_dm3,fragile,contient_verre,liquide,sensible_chocs,protection_necessaire,protection_type,contraintes_transport,personnalisable,type_personnalisation,cout_personnalisation,delai_personnalisation,fournisseur_personnalisation,niveau_gamme,niveau_noblesse_propose,noblesse_justification,noblesse_statut,saisonnalite,produit_noel,produit_premium,produit_local_emblematique,tags_opportunite,stock_interne,stock_reserve,stock_disponible,stock_fournisseur,delai_fournisseur,quantite_minimum_commande,disponibilite,statut_ligne,doublon_potentiel,conflit_prix,anomalie_source,champs_a_confirmer,source,ligne_source
PROD-0068,À CONFIRMER,Riz au lait de Normandie 120 gr,Riz au lait de Normandie 120 gr,À CONFIRMER,TRAITEUR_SUCRE,DESSERT,règle 16,LE PÈRE ROUPSARD DESSERT,FOUR-0010,LE PÈRE ROUPSARD DESSERT,LE PÈRE ROUPSARD DESSERT,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50762 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,120.0,,120 gr,,NON,,36 MOIS,,1.77,1.77,unité,PU HT,0.055,1.8673,,,,4.5,4.75,2.73,0.6067,2.7,5.6,2.53,1.77 € × 2.30 (catégorie TRAITEUR_SUCRE) × 1.10 (palier 0–3 €) = 4.48 € → arrondi 4.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",À CONFIRMER,,/6,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,1,palier de prix d'achat (1.77 € HT) → 1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 77
PROD-0069,À CONFIRMER,Riz au lait de Normandie Eclats caramel d'Isigny 120 gr,Riz au lait de Normandie Eclats caramel d'Isigny 120 gr,À CONFIRMER,TRAITEUR_SUCRE,DESSERT,règle 16,LE PÈRE ROUPSARD DESSERT,FOUR-0010,LE PÈRE ROUPSARD DESSERT,LE PÈRE ROUPSARD DESSERT,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50762 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,120.0,,120 gr,,NON,,36 MOIS,,1.77,1.77,unité,PU HT,0.055,1.8673,,,,4.5,4.75,2.73,0.6067,2.7,5.6,2.53,1.77 € × 2.30 (catégorie TRAITEUR_SUCRE) × 1.10 (palier 0–3 €) = 4.48 € → arrondi 4.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",À CONFIRMER,,/6,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,1,palier de prix d'achat (1.77 € HT) → 1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 78
PROD-0070,À CONFIRMER,Crème aux œufs à la crème d'Isigny 180 gr,Crème aux œufs à la crème d'Isigny 180 gr,À CONFIRMER,TRAITEUR_SUCRE,DESSERT,règle 16,LE PÈRE ROUPSARD DESSERT,FOUR-0010,LE PÈRE ROUPSARD DESSERT,LE PÈRE ROUPSARD DESSERT,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50762 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,180.0,,180 gr,,NON,,36 MOIS,,2.25,2.25,unité,PU HT,0.055,2.3737,,,,5.7,6.01,3.45,0.6053,3.5,7.1,2.53,2.25 € × 2.30 (catégorie TRAITEUR_SUCRE) × 1.10 (palier 0–3 €) = 5.69 € → arrondi 5.70 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",À CONFIRMER,,/6,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,1,palier de prix d'achat (2.25 € HT) → 1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 79
PROD-0071,À CONFIRMER,Crème aux œufs aux éclats de caramel d'Isigny 180 gr,Crème aux œufs aux éclats de caramel d'Isigny 180 gr,À CONFIRMER,INGREDIENT_PROFESSIONNEL,PAI,règle 15,LE PÈRE ROUPSARD DESSERT,FOUR-0010,LE PÈRE ROUPSARD DESSERT,LE PÈRE ROUPSARD DESSERT,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50762 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,180.0,,180 gr,,NON,,36 MOIS,,2.25,2.25,unité,PU HT,0.055,2.3737,,,,4.0,4.22,1.75,0.4375,3.5,5.0,1.76,2.25 € × 1.60 (sous-catégorie PAI) × 1.10 (palier 0–3 €) = 3.96 € → arrondi 4.00 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",À CONFIRMER,,/6,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,1,palier de prix d'achat (2.25 € HT) → 1 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 80
PROD-0072,À CONFIRMER,Crème aux œufs à la crème d'Isigny 120 gr,Crème aux œufs à la crème d'Isigny 120 gr,À CONFIRMER,TRAITEUR_SUCRE,DESSERT,règle 16,LE PÈRE ROUPSARD DESSERT,FOUR-0010,LE PÈRE ROUPSARD DESSERT,LE PÈRE ROUPSARD DESSERT,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50762 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,120.0,,120 gr,,NON,,36 MOIS,,1.77,1.77,unité,PU HT,0.055,1.8673,,,,4.5,4.75,2.73,0.6067,2.7,5.6,2.53,1.77 € × 2.30 (catégorie TRAITEUR_SUCRE) × 1.10 (palier 0–3 €) = 4.48 € → arrondi 4.50 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",À CONFIRMER,,/6,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,1,palier de prix d'achat (1.77 € HT) → 1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 81
PROD-0073,À CONFIRMER,Crème aux œufs aux éclats de caramel d'Isigny 120 gr,Crème aux œufs aux éclats de caramel d'Isigny 120 gr,À CONFIRMER,INGREDIENT_PROFESSIONNEL,PAI,règle 15,LE PÈRE ROUPSARD DESSERT,FOUR-0010,LE PÈRE ROUPSARD DESSERT,LE PÈRE ROUPSARD DESSERT,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50762 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,120.0,,120 gr,,NON,,36 MOIS,,1.77,1.77,unité,PU HT,0.055,1.8673,,,,3.1,3.27,1.33,0.429,2.7,3.9,1.76,1.77 € × 1.60 (sous-catégorie PAI) × 1.10 (palier 0–3 €) = 3.12 € → arrondi 3.10 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",À CONFIRMER,,/6,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,1,palier de prix d'achat (1.77 € HT) → 1 ; produit vrac / usage professionnel → -1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 82
PROD-0074,À CONFIRMER,Boudin campagnard aux pomme 90 grs,Boudin campagnard aux pomme 90 grs,À CONFIRMER,TRAITEUR_CHARCUTERIE,CHARCUTERIE_ET_TERRINE,règle 25,PÈRE ROUPSARD,FOUR-0011,PÈRE ROUPSARD,PÈRE ROUPSARD TRAITEUR 90 Gr,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50763 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,90.0,,90 grs,,NON,,36 MOIS,,2.18,2.18,unité,PU HT,0.055,2.2999,,,,5.3,5.59,3.12,0.5887,3.4,6.6,2.42,2.18 € × 2.20 (catégorie TRAITEUR_CHARCUTERIE) × 1.10 (palier 0–3 €) = 5.28 € → arrondi 5.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",TRAITEUR 90 Gr,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,1,palier de prix d'achat (2.18 € HT) → 1,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,,,,29,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 83
PROD-0075,À CONFIRMER,Terrine de faisan au Calvados 90 grs,Terrine de faisan au Calvados 90 grs,À CONFIRMER,TRAITEUR_CHARCUTERIE,CHARCUTERIE_ET_TERRINE,règle 25,PÈRE ROUPSARD,FOUR-0011,PÈRE ROUPSARD,PÈRE ROUPSARD TRAITEUR 90 Gr,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50763 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,90.0,,90 grs,À CONFIRMER,INGREDIENT_ALCOOLISE,Alcool cité comme ingrédient dans le libellé,36 MOIS,,2.6,2.6,unité,PU HT,0.055,2.743,,,,6.3,6.65,3.7,0.5873,4.0,7.9,2.42,2.60 € × 2.20 (catégorie TRAITEUR_CHARCUTERIE) × 1.10 (palier 0–3 €) = 6.29 € → arrondi 6.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",TRAITEUR 90 Gr,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (2.60 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 84
PROD-0076,À CONFIRMER,Terrine de lièvre au Calvados 90 grs,Terrine de lièvre au Calvados 90 grs,À CONFIRMER,TRAITEUR_CHARCUTERIE,CHARCUTERIE_ET_TERRINE,règle 25,PÈRE ROUPSARD,FOUR-0011,PÈRE ROUPSARD,PÈRE ROUPSARD TRAITEUR 90 Gr,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50763 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,90.0,,90 grs,À CONFIRMER,INGREDIENT_ALCOOLISE,Alcool cité comme ingrédient dans le libellé,36 MOIS,,2.6,2.6,unité,PU HT,0.055,2.743,,,,6.3,6.65,3.7,0.5873,4.0,7.9,2.42,2.60 € × 2.20 (catégorie TRAITEUR_CHARCUTERIE) × 1.10 (palier 0–3 €) = 6.29 € → arrondi 6.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",TRAITEUR 90 Gr,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (2.60 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 85
PROD-0077,À CONFIRMER,Terrine pomme porc andouille 90 grs,Terrine pomme porc andouille 90 grs,À CONFIRMER,TRAITEUR_CHARCUTERIE,CHARCUTERIE_ET_TERRINE,règle 25,PÈRE ROUPSARD,FOUR-0011,PÈRE ROUPSARD,PÈRE ROUPSARD TRAITEUR 90 Gr,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50763 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,90.0,,90 grs,,NON,,36 MOIS,,2.6,2.6,unité,PU HT,0.055,2.743,,,,6.3,6.65,3.7,0.5873,4.0,7.9,2.42,2.60 € × 2.20 (catégorie TRAITEUR_CHARCUTERIE) × 1.10 (palier 0–3 €) = 6.29 € → arrondi 6.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",TRAITEUR 90 Gr,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (2.60 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,29,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 86
PROD-0078,À CONFIRMER,Terrine de lapin au pommeau 90 grs,Terrine de lapin au pommeau 90 grs,À CONFIRMER,TRAITEUR_CHARCUTERIE,CHARCUTERIE_ET_TERRINE,règle 25,PÈRE ROUPSARD,FOUR-0011,PÈRE ROUPSARD,PÈRE ROUPSARD TRAITEUR 90 Gr,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50763 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,90.0,,90 grs,À CONFIRMER,INGREDIENT_ALCOOLISE,Alcool cité comme ingrédient dans le libellé,36 MOIS,,2.6,2.6,unité,PU HT,0.055,2.743,,,,6.3,6.65,3.7,0.5873,4.0,7.9,2.42,2.60 € × 2.20 (catégorie TRAITEUR_CHARCUTERIE) × 1.10 (palier 0–3 €) = 6.29 € → arrondi 6.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",TRAITEUR 90 Gr,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (2.60 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,30,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 87
PROD-0079,À CONFIRMER,Terrine de canard aux pommes 90 grs,Terrine de canard aux pommes 90 grs,À CONFIRMER,TRAITEUR_CHARCUTERIE,CHARCUTERIE_ET_TERRINE,règle 25,PÈRE ROUPSARD,FOUR-0011,PÈRE ROUPSARD,PÈRE ROUPSARD TRAITEUR 90 Gr,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50763 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,90.0,,90 grs,,NON,,36 MOIS,,2.6,2.6,unité,PU HT,0.055,2.743,,,,6.3,6.65,3.7,0.5873,4.0,7.9,2.42,2.60 € × 2.20 (catégorie TRAITEUR_CHARCUTERIE) × 1.10 (palier 0–3 €) = 6.29 € → arrondi 6.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",TRAITEUR 90 Gr,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (2.60 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,29,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 88
PROD-0080,À CONFIRMER,Terrine de campagne 90 grs,Terrine de campagne 90 grs,À CONFIRMER,TRAITEUR_CHARCUTERIE,CHARCUTERIE_ET_TERRINE,règle 25,PÈRE ROUPSARD,FOUR-0011,PÈRE ROUPSARD,PÈRE ROUPSARD TRAITEUR 90 Gr,FOUR-0001,NORMAND DIRECT TERROIR,Commande directe auprès de Normand Direct Terroir,À CONFIRMER,France,Normandie,Manche (50),À CONFIRMER (siège du producteur : 50763 Le Vicel),,ADRESSE_DU_PRODUCTEUR,NORMANDIE_CONFIRMEE,OUI,,90.0,,90 grs,,NON,,36 MOIS,,2.6,2.6,unité,PU HT,0.055,2.743,,,,6.3,6.65,3.7,0.5873,4.0,7.9,2.42,2.60 € × 2.20 (catégorie TRAITEUR_CHARCUTERIE) × 1.10 (palier 0–3 €) = 6.29 € → arrondi 6.30 €,"PRIX_PROPOSÉ – À VALIDER (coefficient de marché, non issu des documents)",TRAITEUR 90 Gr,,6/,6,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,NON,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,ESSENTIEL,2,palier de prix d'achat (2.60 € HT) → 2,PROPOSITION AUTOMATIQUE – À VALIDER EN BACK-OFFICE,À CONFIRMER,À CONFIRMER,NON,OUI,PRODUIT_LOCAL_EMBLEMATIQUE ; FAIBLE_COUT_LOGISTIQUE,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,À CONFIRMER,SUR_COMMANDE (document = tarif et bon de commande 2026),PRODUIT,LIBELLÉ IDENTIQUE – MÊME PRODUCTEUR,,,29,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 89
