id_tarif,id_produit,nom_produit,id_fournisseur,fournisseur,prix_achat_ht,unite_de_prix,prix_au_kg_ht,prix_hors_droits_ht,droits_accises,tva_taux,prix_achat_ttc,texte_exact_du_document,libelle_colonne_prix_source,validite,type_de_document,source,ligne_source
TAR-0176,PROD-0176,Soupe de poisson 480 ml,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 185
TAR-0177,PROD-0177,Rillettes de saumon noix st Jacques 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.9,unité,,,,0.055,5.1695,4.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 186
TAR-0178,PROD-0178,Rillettes de truite noix de st jacques 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.9,unité,,,,0.055,5.1695,4.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 187
TAR-0179,PROD-0179,Terrine de truite fumée 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.9,unité,,,,0.055,5.1695,4.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 188
TAR-0180,PROD-0180,Rillettes de hareng 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 189
TAR-0181,PROD-0181,Rillettes de lieu andouille de Vire 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 190
TAR-0182,PROD-0182,Rillettes de maquereaux moutarde 140grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 191
TAR-0183,PROD-0183,Rillettes de saumon 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 192
TAR-0184,PROD-0184,Rillettes de saumon à l'aneth fraîche 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 193
TAR-0185,PROD-0185,Rillettes de saumon au camembert 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 194
TAR-0186,PROD-0186,Rillettes de truite 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 195
TAR-0187,PROD-0187,Rillettes truite moutarde ancienne 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 196
TAR-0188,PROD-0188,Rillettes de truite à l'aneth fraîche 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 197
TAR-0189,PROD-0189,Rillettes saumon curry 140 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 198
TAR-0190,PROD-0190,Rillettes de langoustines 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.6,unité,,,,0.055,4.853,4.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 199
TAR-0191,PROD-0191,Rillettes de homard 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.6,unité,,,,0.055,4.853,4.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 200
TAR-0192,PROD-0192,Rillettes de lotte 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 201
TAR-0193,PROD-0193,Rillettes de lotte au chorizo 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 202
TAR-0194,PROD-0194,Rillettes noix de st jacques pomme miel 85 g,FOUR-0001,NORMAND DIRECT TERROIR,4.5,unité,,,,0.055,4.7475,4.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 203
TAR-0195,PROD-0195,Rillettes de truite fumée au safran 90 g,FOUR-0001,NORMAND DIRECT TERROIR,3.8,unité,,,,0.055,4.009,3.8,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 204
TAR-0196,PROD-0196,Rillettes saumon aux noix  St Jacques 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 205
TAR-0197,PROD-0197,Rillettes de truite noix de st jacques 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 206
TAR-0198,PROD-0198,Terrine de haddock 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 207
TAR-0199,PROD-0199,Terrine de truite fumée 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 208
TAR-0200,PROD-0200,Terrine saumon fumé 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 209
TAR-0201,PROD-0201,Rillettes saumon au miel et curry 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 210
TAR-0202,PROD-0202,Rillettes de hareng à la tomate 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 211
TAR-0203,PROD-0203,Rillettes maquereaux moutarde 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 212
TAR-0204,PROD-0204,Rillettes de sardine 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 213
TAR-0205,PROD-0205,Rillettes de sardine aux olives 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 214
TAR-0206,PROD-0206,Rillettes de saumon 90 grs/12,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 215
TAR-0207,PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 216
TAR-0208,PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 217
TAR-0209,PROD-0209,Rillettes de truite 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 218
TAR-0210,PROD-0210,Rillettes de truite à l'aneth fraîche 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 219
TAR-0211,PROD-0211,Rillettes de truite moutarde ancienne 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 220
TAR-0212,PROD-0212,Rillettes lieu andouille de Vire 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 221
TAR-0213,PROD-0213,rillettes sardine à la tomate 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 222
TAR-0214,PROD-0214,Rillettes sardine confit d'oignon 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 223
TAR-0215,PROD-0215,Rillettes saumon à l'andouille de Vire 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 224
TAR-0216,PROD-0216,Rillettes saumon au curry 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 225
TAR-0217,PROD-0217,Rillettes saumon camembert 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 226
TAR-0218,PROD-0218,Rillettes saumon chèvre 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 227
TAR-0219,PROD-0219,Mousse de saumon 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 228
TAR-0220,PROD-0220,Mousse de truite 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.2,unité,,,,0.055,3.376,3.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 229
TAR-0221,PROD-0221,Rouille 85 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.8,unité,,,,0.055,2.954,2.8,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 230
TAR-0222,PROD-0222,"Café ""la tasse de Lola"" 250 grs",FOUR-0001,NORMAND DIRECT TERROIR,5.0,unité,,,,0.055,5.275,5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 231
TAR-0223,PROD-0223,"Café grains ""la tasse de Lola"" 250 grs",FOUR-0001,NORMAND DIRECT TERROIR,5.08,unité,,,,0.055,5.3594,5.08,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 232
TAR-0224,PROD-0224,Thé noir  God save the tea,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 233
TAR-0225,PROD-0225,Thé noir Vahiné,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 234
TAR-0226,PROD-0226,Thé noir Blue twist,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 235
TAR-0227,PROD-0227,Thé noir Back in Black,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 236
TAR-0228,PROD-0228,Thé noir Jeu de l'agrume,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 237
TAR-0229,PROD-0229,Thé vert Chaud Mojito,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 238
TAR-0230,PROD-0230,Thé vert Tasse de Génie,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 239
TAR-0231,PROD-0231,Thé vert Hakuna Matatasse,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 240
TAR-0232,PROD-0232,Thé vert Jardin d'agrumes,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 241
TAR-0233,PROD-0233,Thé vert Rouge aux joues,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 242
TAR-0234,PROD-0234,Thé blanc Blanc de poire,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 243
TAR-0235,PROD-0235,Thé blanc Tasse des Bois,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 244
TAR-0236,PROD-0236,Thé blanc White Sweetness,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 245
TAR-0237,PROD-0237,Tisane Bien être Stop Migraine,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 246
TAR-0238,PROD-0238,Tisane Bien être Digest Cup,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 247
TAR-0239,PROD-0239,Tisane Bien être Oust le rhume,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 248
TAR-0240,PROD-0240,Tisane Bien être Punch Power,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 249
TAR-0241,PROD-0241,Tisane Bien être SO Quiet,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 250
TAR-0242,PROD-0242,Tisane fruitée La Reine encahntée,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 251
TAR-0243,PROD-0243,Tisane fruitée Sorbet Exotique,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 252
TAR-0244,PROD-0244,Tisane fruitée La Dame de cœur,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 253
TAR-0245,PROD-0245,Detox Jeune et jolie,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 254
TAR-0246,PROD-0246,Detox Beau Teint,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 255
TAR-0247,PROD-0247,Detox Chill Time,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 256
TAR-0248,PROD-0248,Maté KA'MATE KA'MATE,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 257
TAR-0249,PROD-0249,Maté Balance,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 258
TAR-0250,PROD-0250,Maternité Divine Mama,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 259
TAR-0251,PROD-0251,Maternité Voie Lactée,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 260
TAR-0252,PROD-0252,Rooibos Lemon Curd,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 261
TAR-0253,PROD-0253,Rooibos Cheri Coco,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 262
TAR-0254,PROD-0254,Rooibos Saveur Macaron,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 263
TAR-0255,PROD-0255,Rooibos Menthe Givrée,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 264
TAR-0256,PROD-0256,Rooibos Agrumes Tonic,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 265
TAR-0257,PROD-0257,NORMAND Cambremer Pays D'Auge,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 266
TAR-0258,PROD-0258,NORMAND Rouen Gros Horloge,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 267
TAR-0259,PROD-0259,NORMAND Bayeux et son Bessin,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 268
TAR-0260,PROD-0260,NORMAND Caen Ville historique,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 269
TAR-0261,PROD-0261,NORMAND Bagnoles de l'Orne,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 270
TAR-0262,PROD-0262,NORMAND Mont Saint Michel,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 271
TAR-0263,PROD-0263,D-Day Plage du debarquement,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 272
TAR-0264,PROD-0264,D-Day Normandie D-DAY,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 273
TAR-0265,PROD-0265,D-Day Operation Overlord,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 274
TAR-0266,PROD-0266,D-Day Parachutes,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 275
TAR-0267,PROD-0267,D-Day Les Alliés,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 276
TAR-0268,PROD-0268,D-Day God Save The Queen,FOUR-0001,NORMAND DIRECT TERROIR,5.78,unité,,,,0.055,6.0979,5.78,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 277
