id_tarif,id_produit,nom_produit,id_fournisseur,fournisseur,prix_achat_ht,unite_de_prix,prix_au_kg_ht,prix_hors_droits_ht,droits_accises,tva_taux,prix_achat_ttc,texte_exact_du_document,libelle_colonne_prix_source,validite,type_de_document,source,ligne_source
TAR-0084,PROD-0084,Rillettes de porc à l'anciènne 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.6,unité,,,,0.055,2.743,2.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 93
TAR-0085,PROD-0085,Rillettes de porc fumé 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.6,unité,,,,0.055,2.743,2.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 94
TAR-0086,PROD-0086,Terrine campagne pomme foie gras 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.6,unité,,,,0.055,2.743,2.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 95
TAR-0087,PROD-0087,Pâté de foie aux pommes calva 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.6,unité,,,,0.055,2.743,2.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 96
TAR-0088,PROD-0088,Rillettes du Cotentin 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.6,unité,,,,0.055,2.743,2.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 97
TAR-0089,PROD-0089,Rillettes de poulet au poivre vert 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.6,unité,,,,0.055,2.743,2.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 98
TAR-0090,PROD-0090,Rillettes de poulet citron confit 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.6,unité,,,,0.055,2.743,2.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 99
TAR-0091,PROD-0091,Rilletes de poulet au piment d'Espelette 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.6,unité,,,,0.055,2.743,2.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 100
TAR-0092,PROD-0092,Rillettes de canard au foie gras 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,2.88,unité,,,,0.055,3.0384,2.88,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 101
TAR-0093,PROD-0093,Boudin campagnard aux pommes 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.55,unité,,,,0.055,3.7452,3.55,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 102
TAR-0094,PROD-0094,Pâté de foie aux pommes calva 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 103
TAR-0095,PROD-0095,Terrine de campagne 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 104
TAR-0096,PROD-0096,Rillettes de porc fumé 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 105
TAR-0097,PROD-0097,Rillettes de porc à l'anciènne 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 106
TAR-0098,PROD-0098,Rillettes du Cotentin 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 107
TAR-0099,PROD-0099,Terrine de canard aux pommes 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 108
TAR-0100,PROD-0100,Terrine de lapin au pommeau 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 109
TAR-0101,PROD-0101,Terrine porc livarot 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 110
TAR-0102,PROD-0102,Terrine porc camembert 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 111
TAR-0103,PROD-0103,Terrine campagne au cidre 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 112
TAR-0104,PROD-0104,Terrine campagne pomme foie gras 180 g,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 113
TAR-0105,PROD-0105,Terrine de lièvre au Calvados 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 114
TAR-0106,PROD-0106,Terrine de faisan au Calvados 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 115
TAR-0107,PROD-0107,Terrine pomme porc andouille 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 116
TAR-0108,PROD-0108,Rillettes de poulet citron confit 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 117
TAR-0109,PROD-0109,Rillettes de poulet piment d'Espelette 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 118
TAR-0110,PROD-0110,Rillettes de poulet poivre vert 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 119
TAR-0111,PROD-0111,Rillettes de canard au foie gras 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.98,unité,,,,0.055,4.1989,3.98,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 120
TAR-0112,PROD-0112,Foie gras de canard pot le parfait 120 grs,FOUR-0001,NORMAND DIRECT TERROIR,14.65,unité,,,,0.055,15.4558,14.65,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 121
TAR-0113,PROD-0113,Foie gras de canard pot le parfait 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,20.6,unité,,,,0.055,21.733,20.6,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 122
TAR-0114,PROD-0114,Sauté de porc forestier 400grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 123
TAR-0115,PROD-0115,Boeuf au cidre 400 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 124
TAR-0116,PROD-0116,Blanquette de veau 400 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 125
TAR-0117,PROD-0117,Veau aux chaloignons des bois 400grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 126
TAR-0118,PROD-0118,Tripes au cidre 400 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 127
TAR-0119,PROD-0119,Poulet valée d'Auge 400 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 128
TAR-0120,PROD-0120,Sauté de porc au caramel de porc 400 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 129
TAR-0121,PROD-0121,Chili con carne de porc 400 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 130
TAR-0122,PROD-0122,Paupiettes de porc forestières 400 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 131
TAR-0123,PROD-0123,Blanquette de la mer au petits légumes 400 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.42,unité,,,,0.055,5.7181,5.42,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 132
TAR-0124,PROD-0124,Soupe de poisson 1 litre,FOUR-0001,NORMAND DIRECT TERROIR,3.4,unité,,,,0.055,3.587,3.4,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 133
TAR-0125,PROD-0125,Soupe de poisson 50 cl,FOUR-0001,NORMAND DIRECT TERROIR,2.05,unité,,,,0.055,2.1627,2.05,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 134
TAR-0126,PROD-0126,Velouté de homard 1 litre,FOUR-0001,NORMAND DIRECT TERROIR,5.95,unité,,,,0.055,6.2772,5.95,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 135
TAR-0127,PROD-0127,Velouté de homard 50 cl,FOUR-0001,NORMAND DIRECT TERROIR,3.68,unité,,,,0.055,3.8824,3.68,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 136
TAR-0128,PROD-0128,Soupe d'étrilles 1 litre,FOUR-0001,NORMAND DIRECT TERROIR,4.05,unité,,,,0.055,4.2727,4.05,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 137
TAR-0129,PROD-0129,Soupe d'étrilles 50 cl,FOUR-0001,NORMAND DIRECT TERROIR,2.31,unité,,,,0.055,2.437,2.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 138
TAR-0130,PROD-0130,Soupe de langoustines 1 litre,FOUR-0001,NORMAND DIRECT TERROIR,4.05,unité,,,,0.055,4.2727,4.05,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 139
TAR-0131,PROD-0131,Soupe de langoustines 50 cl,FOUR-0001,NORMAND DIRECT TERROIR,2.31,unité,,,,0.055,2.437,2.31,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 140
TAR-0132,PROD-0132,Thon ail et fines herbes 90 g,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 141
TAR-0133,PROD-0133,Deux saumon et basilic 90 g  NOUVEAU,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 142
TAR-0134,PROD-0134,St jacques éclats de porc fumés 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 143
TAR-0135,PROD-0135,St jacques algues 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 144
TAR-0136,PROD-0136,St jacques chorizo 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 145
TAR-0137,PROD-0137,Sardine piment d'Espelette 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 146
TAR-0138,PROD-0138,Rouget poireau 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 147
TAR-0139,PROD-0139,Maquereaux en rillettes 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 148
TAR-0140,PROD-0140,Crevette mangue 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 149
TAR-0141,PROD-0141,Cabillaud fumé 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.25,unité,,,,0.055,3.4287,3.25,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 150
TAR-0142,PROD-0142,Boudin gelée de pomme 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 151
TAR-0143,PROD-0143,Poulet caramel beurre salé 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 152
TAR-0144,PROD-0144,Andouille pommeau 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 153
TAR-0145,PROD-0145,Rillette au Chorizo 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 154
TAR-0146,PROD-0146,Camembert au chorizo 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 155
TAR-0147,PROD-0147,Brie de Meaux cernaux de noix 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 156
TAR-0148,PROD-0148,Livarot Calvados 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 157
TAR-0149,PROD-0149,Pont l'évêque échalote 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 158
TAR-0150,PROD-0150,Chèvre confit de figue 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 159
TAR-0151,PROD-0151,Bleu tomates confites 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 160
TAR-0152,PROD-0152,Neufchâtel cramberries 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,3.16,unité,,,,0.055,3.3338,3.16,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 161
TAR-0153,PROD-0153,St jacques foie gras 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.0,unité,,,,0.055,4.22,4,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 162
TAR-0154,PROD-0154,Ris de veau cèpes 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.0,unité,,,,0.055,4.22,4,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 163
TAR-0155,PROD-0155,Saumon  oseille 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.0,unité,,,,0.055,4.22,4,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 164
TAR-0156,PROD-0156,Lotte jambon fumé 90 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.0,unité,,,,0.055,4.22,4,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 165
TAR-0157,PROD-0157,Bisque de homard 480 ml,FOUR-0001,NORMAND DIRECT TERROIR,5.9,unité,,,,0.055,6.2245,5.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 166
TAR-0158,PROD-0158,Bisque de langoustines 480 ml,FOUR-0001,NORMAND DIRECT TERROIR,5.9,unité,,,,0.055,6.2245,5.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 167
TAR-0159,PROD-0159,Terrine de haddock fumé 150 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.2,unité,,,,0.055,5.486,5.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 168
TAR-0160,PROD-0160,Terrine saumon fumé 180 grs,FOUR-0001,NORMAND DIRECT TERROIR,5.2,unité,,,,0.055,5.486,5.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 169
TAR-0161,PROD-0161,Bisque d'étrille 480 ml,FOUR-0001,NORMAND DIRECT TERROIR,4.9,unité,,,,0.055,5.1695,4.9,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 170
TAR-0162,PROD-0162,Choucroute de la mer 320 grs,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 171
TAR-0163,PROD-0163,Maquereaux marinés 320 g vin blanc,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 172
TAR-0164,PROD-0164,Maquereaux marinés 320 grs moutarde,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 173
TAR-0165,PROD-0165,Maquereaux marinés 320g curry,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 174
TAR-0166,PROD-0166,Maquereaux marinés 320g tomate,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 175
TAR-0167,PROD-0167,Soupe de saumon fumé 740 ml,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 176
TAR-0168,PROD-0168,Soupe de truite fumée 740 ml,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 177
TAR-0169,PROD-0169,Velouté de saumon 740 ml,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 178
TAR-0170,PROD-0170,Velouté de truite 740 ml,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 179
TAR-0171,PROD-0171,Soupe de poisson 740 ml,FOUR-0001,NORMAND DIRECT TERROIR,4.2,unité,,,,0.055,4.431,4.2,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 180
TAR-0172,PROD-0172,Soupe de saumon fumé  480 ml,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 181
TAR-0173,PROD-0173,Soupe de truite fumée 480 ml,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 182
TAR-0174,PROD-0174,Velouté de saumon 480 ml,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 183
TAR-0175,PROD-0175,Velouté de truite 480 ml,FOUR-0001,NORMAND DIRECT TERROIR,3.5,unité,,,,0.055,3.6925,3.5,PU HT,Tarif 2026,TARIF FOURNISSEUR,Tarif et bon de commande 2026 – onglet « TARIF NORMAND DIRECT 2026 »,ligne 184
