id_produit,nom_produit,id_alternative,nom_alternative,relation_prix,ecart_prix_pct,prix_produit_ht,prix_alternative_ht,meme_sous_categorie,meme_regime_alcool,meme_producteur,meme_region_documentee,ecart_noblesse,critere_de_rapprochement
PROD-0198,Terrine de haddock 90 grs,PROD-0199,Terrine de truite fumée 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0198,Terrine de haddock 90 grs,PROD-0200,Terrine saumon fumé 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0198,Terrine de haddock 90 grs,PROD-0132,Thon ail et fines herbes 90 g,PRIX_INFERIEUR,-7.1,3.5,3.25,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0199,Terrine de truite fumée 90 grs,PROD-0196,Rillettes saumon aux noix  St Jacques 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0199,Terrine de truite fumée 90 grs,PROD-0197,Rillettes de truite noix de st jacques 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0199,Terrine de truite fumée 90 grs,PROD-0198,Terrine de haddock 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0199,Terrine de truite fumée 90 grs,PROD-0200,Terrine saumon fumé 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0199,Terrine de truite fumée 90 grs,PROD-0132,Thon ail et fines herbes 90 g,PRIX_INFERIEUR,-7.1,3.5,3.25,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0200,Terrine saumon fumé 90 grs,PROD-0196,Rillettes saumon aux noix  St Jacques 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0200,Terrine saumon fumé 90 grs,PROD-0197,Rillettes de truite noix de st jacques 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0200,Terrine saumon fumé 90 grs,PROD-0198,Terrine de haddock 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0200,Terrine saumon fumé 90 grs,PROD-0199,Terrine de truite fumée 90 grs,PRIX_EQUIVALENT,0.0,3.5,3.5,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0200,Terrine saumon fumé 90 grs,PROD-0132,Thon ail et fines herbes 90 g,PRIX_INFERIEUR,-7.1,3.5,3.25,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0201,Rillettes saumon au miel et curry 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0201,Rillettes saumon au miel et curry 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0201,Rillettes saumon au miel et curry 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0201,Rillettes saumon au miel et curry 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0201,Rillettes saumon au miel et curry 90 grs,PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0202,Rillettes de hareng à la tomate 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0202,Rillettes de hareng à la tomate 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0202,Rillettes de hareng à la tomate 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0202,Rillettes de hareng à la tomate 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0202,Rillettes de hareng à la tomate 90 grs,PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0203,Rillettes maquereaux moutarde 90 grs,PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0203,Rillettes maquereaux moutarde 90 grs,PROD-0211,Rillettes de truite moutarde ancienne 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0203,Rillettes maquereaux moutarde 90 grs,PROD-0214,Rillettes sardine confit d'oignon 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0203,Rillettes maquereaux moutarde 90 grs,PROD-0063,Confit d'oignons 100 gr,PRIX_INFERIEUR,-5.6,3.2,3.02,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0203,Rillettes maquereaux moutarde 90 grs,PROD-0064,Chutney de figue 100 gr,PRIX_INFERIEUR,-5.6,3.2,3.02,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0204,Rillettes de sardine 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0204,Rillettes de sardine 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0204,Rillettes de sardine 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0204,Rillettes de sardine 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0204,Rillettes de sardine 90 grs,PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0205,Rillettes de sardine aux olives 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0205,Rillettes de sardine aux olives 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0205,Rillettes de sardine aux olives 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0205,Rillettes de sardine aux olives 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0205,Rillettes de sardine aux olives 90 grs,PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0206,Rillettes de saumon 90 grs/12,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0206,Rillettes de saumon 90 grs/12,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0206,Rillettes de saumon 90 grs/12,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0206,Rillettes de saumon 90 grs/12,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0206,Rillettes de saumon 90 grs/12,PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0207,Rillettes de saumon à l'aneth fraîche 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,PROD-0203,Rillettes maquereaux moutarde 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,PROD-0211,Rillettes de truite moutarde ancienne 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,PROD-0214,Rillettes sardine confit d'oignon 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,PROD-0063,Confit d'oignons 100 gr,PRIX_INFERIEUR,-5.6,3.2,3.02,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,PROD-0064,Chutney de figue 100 gr,PRIX_INFERIEUR,-5.6,3.2,3.02,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0209,Rillettes de truite 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0209,Rillettes de truite 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0209,Rillettes de truite 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0209,Rillettes de truite 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0209,Rillettes de truite 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0210,Rillettes de truite à l'aneth fraîche 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0210,Rillettes de truite à l'aneth fraîche 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0210,Rillettes de truite à l'aneth fraîche 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0210,Rillettes de truite à l'aneth fraîche 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0210,Rillettes de truite à l'aneth fraîche 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0211,Rillettes de truite moutarde ancienne 90 grs,PROD-0203,Rillettes maquereaux moutarde 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0211,Rillettes de truite moutarde ancienne 90 grs,PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0211,Rillettes de truite moutarde ancienne 90 grs,PROD-0214,Rillettes sardine confit d'oignon 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0211,Rillettes de truite moutarde ancienne 90 grs,PROD-0063,Confit d'oignons 100 gr,PRIX_INFERIEUR,-5.6,3.2,3.02,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0211,Rillettes de truite moutarde ancienne 90 grs,PROD-0064,Chutney de figue 100 gr,PRIX_INFERIEUR,-5.6,3.2,3.02,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0212,Rillettes lieu andouille de Vire 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0212,Rillettes lieu andouille de Vire 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0212,Rillettes lieu andouille de Vire 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0212,Rillettes lieu andouille de Vire 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0212,Rillettes lieu andouille de Vire 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0213,rillettes sardine à la tomate 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0213,rillettes sardine à la tomate 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0213,rillettes sardine à la tomate 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0213,rillettes sardine à la tomate 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0213,rillettes sardine à la tomate 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0214,Rillettes sardine confit d'oignon 90 grs,PROD-0203,Rillettes maquereaux moutarde 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0214,Rillettes sardine confit d'oignon 90 grs,PROD-0208,Rillettes de saumon au confit d'oignon 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0214,Rillettes sardine confit d'oignon 90 grs,PROD-0211,Rillettes de truite moutarde ancienne 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0214,Rillettes sardine confit d'oignon 90 grs,PROD-0063,Confit d'oignons 100 gr,PRIX_INFERIEUR,-5.6,3.2,3.02,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0214,Rillettes sardine confit d'oignon 90 grs,PROD-0064,Chutney de figue 100 gr,PRIX_INFERIEUR,-5.6,3.2,3.02,OUI,OUI,NON,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0215,Rillettes saumon à l'andouille de Vire 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0215,Rillettes saumon à l'andouille de Vire 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0215,Rillettes saumon à l'andouille de Vire 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0215,Rillettes saumon à l'andouille de Vire 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0215,Rillettes saumon à l'andouille de Vire 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,NON,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0216,Rillettes saumon au curry 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0216,Rillettes saumon au curry 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0216,Rillettes saumon au curry 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0216,Rillettes saumon au curry 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0216,Rillettes saumon au curry 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0217,Rillettes saumon camembert 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0217,Rillettes saumon camembert 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0217,Rillettes saumon camembert 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0217,Rillettes saumon camembert 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0217,Rillettes saumon camembert 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0218,Rillettes saumon chèvre 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0218,Rillettes saumon chèvre 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0218,Rillettes saumon chèvre 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0218,Rillettes saumon chèvre 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0218,Rillettes saumon chèvre 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0219,Mousse de saumon 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0219,Mousse de saumon 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0219,Mousse de saumon 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0219,Mousse de saumon 90 grs,PROD-0205,Rillettes de sardine aux olives 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0219,Mousse de saumon 90 grs,PROD-0206,Rillettes de saumon 90 grs/12,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0220,Mousse de truite 90 grs,PROD-0201,Rillettes saumon au miel et curry 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0220,Mousse de truite 90 grs,PROD-0202,Rillettes de hareng à la tomate 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
PROD-0220,Mousse de truite 90 grs,PROD-0204,Rillettes de sardine 90 grs,PRIX_EQUIVALENT,0.0,3.2,3.2,OUI,OUI,OUI,OUI,0,même sous-catégorie + même régime alcool + écart de prix ≤ 40 %
