id_produit,nom_produit,tag,origine_du_tag,statut
PROD-0237,Tisane Bien être Stop Migraine,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0238,Tisane Bien être Digest Cup,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0239,Tisane Bien être Oust le rhume,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0240,Tisane Bien être Punch Power,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0241,Tisane Bien être SO Quiet,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0242,Tisane fruitée La Reine encahntée,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0243,Tisane fruitée Sorbet Exotique,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0244,Tisane fruitée La Dame de cœur,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0245,Detox Jeune et jolie,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0246,Detox Beau Teint,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0247,Detox Chill Time,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0248,Maté KA'MATE KA'MATE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0249,Maté Balance,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0250,Maternité Divine Mama,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0251,Maternité Voie Lactée,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0252,Rooibos Lemon Curd,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0253,Rooibos Cheri Coco,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0254,Rooibos Saveur Macaron,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0255,Rooibos Menthe Givrée,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0256,Rooibos Agrumes Tonic,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0257,NORMAND Cambremer Pays D'Auge,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0258,NORMAND Rouen Gros Horloge,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0259,NORMAND Bayeux et son Bessin,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0260,NORMAND Caen Ville historique,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0261,NORMAND Bagnoles de l'Orne,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0262,NORMAND Mont Saint Michel,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0263,D-Day Plage du debarquement,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0264,D-Day Normandie D-DAY,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0265,D-Day Operation Overlord,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0266,D-Day Parachutes,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0267,D-Day Les Alliés,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0268,D-Day God Save The Queen,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0269,MOUTARDE 100g Pomme Calvados,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0270,MOUTARDE 100g Camembert,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0271,MOUTARDE 100g à l'ancienne au Cidre,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0272,MOUTARDE 100g à l'ail Noir,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0273,MOUTARDE 100g au Piment d'Espelette,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0274,MOUTARDE 100g Poivre Voantsy Perifery,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0275,CONFITURE pomme caramel 180 gr Mont sr Michel,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0276,CONFITURE poire vanille 180 gr Plage,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0277,CONFITURE fruits rouges 180 gr Champs de course,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0278,CARAMELS d'Isigny Fondant beurre salé 150 g Caen,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0279,CARAMELS d'Isigny beurre salé 150 g Deauville,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0280,CARAMELS d'Isigny 150 g Assortiment Normand Vache,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0281,CARAMELS d'Isigny 200 g Assortiment Normand,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0282,CARAMELS 1/2 sucrette 100g Ouistreham B-LEC,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0283,CARAMELS 1/2 sucrette 100g Caen château B-LEC,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0284,BISCUITS 150g CAEN Mairie,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0285,BISCUITS 150g Ouistreham B-LEC,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0286,BISCUITS 150g Caen Château B-LEC,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0287,BISCUITS 150g Caen cœur de ville Aquarelle,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0288,Biscuits 150g Pays D'Auge Aquarelle,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0289,Biscuits 150g Cambremer Aquarelle,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0290,POMMEAU 35cl Pique-nique sous les pommiers,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0291,Caramels d'Isigny beurre salé 150 g  D-DAY drapeau,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0292,Caramels d'Isigny 1/2 sucrette 100 g Parachute,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0293,Caramels d'Isigny 1/2 sucrette 100 g OPERATION OVERLORD,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0294,Biscuits 120g JEEP,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0295,Biscuits 120g Barge,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0296,Calvados Arrangé Pomme Vanille 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0296,Calvados Arrangé Pomme Vanille 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0297,Calvados Arrangé Kumquat Café 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0297,Calvados Arrangé Kumquat Café 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0298,Calvados Arrangé Banane Vanille 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0298,Calvados Arrangé Banane Vanille 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0299,Calvados Arrangé Pomme Caramel 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0299,Calvados Arrangé Pomme Caramel 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0300,Calvados Arrangé Fraise Poivre de Sichuan 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0300,Calvados Arrangé Fraise Poivre de Sichuan 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0301,Calvados Arrangé Epices de Noël Clémentine 70 cl,PRODUIT_DE_NOEL,Calculé à partir des données documentées,À VALIDER
PROD-0301,Calvados Arrangé Epices de Noël Clémentine 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0301,Calvados Arrangé Epices de Noël Clémentine 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0302,Calvados Arrangé Pomme Menthe 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0302,Calvados Arrangé Pomme Menthe 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0303,Calvados Arrangé Ananas Caramel fleur de sel 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0303,Calvados Arrangé Ananas Caramel fleur de sel 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0304,Calvados Arrangé Framboise Basilic,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0305,Calvados Arrangé Bergamote Noix de cajou,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0306,Calva Arrangé Banane extra mûre vanille 18 mois 50 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0306,Calva Arrangé Banane extra mûre vanille 18 mois 50 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0307,Coffret 2 x 20cl INCLUS AVEC LES 20 CL SUR DEMANDE,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0308,Calvados Arrangé Pomme Vanille 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0308,Calvados Arrangé Pomme Vanille 20 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0309,Calvados Arrangé Kumquat Café 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0310,Calvados Arrangé Banane Vanille 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0310,Calvados Arrangé Banane Vanille 20 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0311,Calvados Arrangé Pomme Caramel 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0312,Cidre bio Cotentin AOC brut  75 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0312,Cidre bio Cotentin AOC brut  75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0313,Cidre bio Cotentin AOC brut 2018 et 2019 150 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0313,Cidre bio Cotentin AOC brut 2018 et 2019 150 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0313,Cidre bio Cotentin AOC brut 2018 et 2019 150 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0314,Grande cuvée Cotentin AOC extra brut 2018-2019 75 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0314,Grande cuvée Cotentin AOC extra brut 2018-2019 75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0314,Grande cuvée Cotentin AOC extra brut 2018-2019 75 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0315,Cidre bio Cotentin AOC extra brut 2018 puis 2019 150 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0315,Cidre bio Cotentin AOC extra brut 2018 puis 2019 150 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0315,Cidre bio Cotentin AOC extra brut 2018 puis 2019 150 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0316,Cidre bio cuvée gourmande demi sec 75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0318,Cidre bio micro cuvée N°1 vieilli fût chêne150 cl 2019,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0319,Cidre bio micro cuvée N°2 cidre dégorgé 75 cl 2020,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0320,Cidre bio micro cuvée N°3 cidre fermenté barriques de vin,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0323,Amour d'Hérout brut 33 cl cidre IGP,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0324,Amour d'Hérout brut 75 cl cidre IGP,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0325,Amour d'Hérout doux 33 cl cidre IGP,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0326,Calvados Héritage 12 ans d'âge 20 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0326,Calvados Héritage 12 ans d'âge 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0326,Calvados Héritage 12 ans d'âge 20 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0327,Calvados Héritage 12 ans d'âge 35 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0327,Calvados Héritage 12 ans d'âge 35 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0327,Calvados Héritage 12 ans d'âge 35 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0328,Calvados Héritage 12 ans d'âge 70 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0328,Calvados Héritage 12 ans d'âge 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0328,Calvados Héritage 12 ans d'âge 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0329,Calvados Héritage 12 ans d'âge 150 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0329,Calvados Héritage 12 ans d'âge 150 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0329,Calvados Héritage 12 ans d'âge 150 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0330,Calvados AOC-XO hors d'âge 6 ans 20 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0330,Calvados AOC-XO hors d'âge 6 ans 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0330,Calvados AOC-XO hors d'âge 6 ans 20 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0331,Calvados AOC-XO hors d'âge 6 ans 35 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0331,Calvados AOC-XO hors d'âge 6 ans 35 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0331,Calvados AOC-XO hors d'âge 6 ans 35 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0332,Calvados AOC-XO hors d'âge 6 ans 70 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0332,Calvados AOC-XO hors d'âge 6 ans 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0332,Calvados AOC-XO hors d'âge 6 ans 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0333,Calvados AOC-XO hors d'âge 6 ans 150 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0333,Calvados AOC-XO hors d'âge 6 ans 150 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0333,Calvados AOC-XO hors d'âge 6 ans 150 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0334,Calvados AOC-VSOP vielle réserve 4 ans 20 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0334,Calvados AOC-VSOP vielle réserve 4 ans 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0334,Calvados AOC-VSOP vielle réserve 4 ans 20 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0335,Calvados AOC-VSOP vielle réserve 4 ans 35 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0335,Calvados AOC-VSOP vielle réserve 4 ans 35 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0335,Calvados AOC-VSOP vielle réserve 4 ans 35 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0336,Calvados AOC-VSOP vielle réserve 4 ans 70 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0336,Calvados AOC-VSOP vielle réserve 4 ans 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0336,Calvados AOC-VSOP vielle réserve 4 ans 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0337,Calvados AOC-VSOP vielle réserve 4 ans 150 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0337,Calvados AOC-VSOP vielle réserve 4 ans 150 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0337,Calvados AOC-VSOP vielle réserve 4 ans 150 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0338,Calvados VS 2 ans 20 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0338,Calvados VS 2 ans 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0338,Calvados VS 2 ans 20 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0339,Calvados VS 2 ans 70 cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0339,Calvados VS 2 ans 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0339,Calvados VS 2 ans 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0340,BLANCHE d'alambic bio 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0340,BLANCHE d'alambic bio 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0341,BLANCHE d'alambic bio 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0341,BLANCHE d'alambic bio 20 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0342,Pommeau bio 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0342,Pommeau bio 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0343,pommeau bio 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0343,pommeau bio 20 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0344,Jus de pomme bio 25 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0345,Jus de pomme bio 100 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0347,Vinaigre de cidre bio 25 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0348,Vinaigre de cidre bio 50 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0349,"Jus de pomme Pétillant bio ""Prout"" 75cl NOUVEAU",NOUVEAUTE,Calculé à partir des données documentées,À VALIDER
PROD-0350,Cidre Cotentin extra brut 75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0351,Cidre Cotentin extra brut selection 75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0352,Cidre Cotentin brut 75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0353,Cidre Cotentin brut 33 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0354,Cidre Cotentin demi-sec 75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0355,Cidre Cotentin doux 75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0356,Fine de Claids 35 cl 40°,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0356,Fine de Claids 35 cl 40°,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0357,Calvados 5 ans 35cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0357,Calvados 5 ans 35cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0358,Calvados 5 ans 70cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0358,Calvados 5 ans 70cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0359,Calvados 7 ans 70cl,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0359,Calvados 7 ans 70cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0360,Fine de Claids 70 cl 40°,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0360,Fine de Claids 70 cl 40°,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0361,Pommeau de Normandie 35 cl 17°,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0361,Pommeau de Normandie 35 cl 17°,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0361,Pommeau de Normandie 35 cl 17°,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0362,Pommeau de Normandie 70 cl 17°,PRODUIT_LOCAL_EMBLEMATIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0362,Pommeau de Normandie 70 cl 17°,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0362,Pommeau de Normandie 70 cl 17°,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0363,Apéro Claids 70 cl 12°,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0363,Apéro Claids 70 cl 12°,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0364,"Liqueur 44 ""le chiffre Claids"" 35 cl 32°",PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0364,"Liqueur 44 ""le chiffre Claids"" 35 cl 32°",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0365,"Liqueur 44 ""le chiffre Claids"" 70 cl 32°",PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0365,"Liqueur 44 ""le chiffre Claids"" 70 cl 32°",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0366,"""Keys' Claids"" 70 cl 41°",PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0366,"""Keys' Claids"" 70 cl 41°",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0367,Jus de pomme 100 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0368,Jus de pomme 25 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0369,Aigrette de Claids (vinaigre de cidre) 50 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0370,Crème de Calvados 70 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0370,Crème de Calvados 70 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0371,Crème de Calvados 35 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0371,Crème de Calvados 35 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0372,Liqueur 44 35 cl 40°,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0372,Liqueur 44 35 cl 40°,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0373,Bière blonde 33 cl / 24 Au prés de ma blonde,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0374,Bière blonde 75 cl / 9 Au prés de ma blonde,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0375,Bière ambrée 33 cl / 24 Ambrée du hameau,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0376,Bière ambrée 75 cl / 9 Ambrée du hameau,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0377,Bière blanche 33 cl / 24 La Caennette,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0378,Bière blanche 75 cl / 9 La Caennette,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0379,Bière brune 33 cl / 24 Quai des brune,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0380,Bière brune 75 cl / 9 Quai des brunes,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0381,Bière triple 33 cl / 24 Triple à la mode de Caen,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0382,Bière triple 75 cl / 9 Triple à la mode de Caen,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0383,Bière rousse Conté fleurette 33 cl / 24,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0384,Bière rousse Conté fleurette 75 cl / 9,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0385,Bière blonde Pale Ale  33 cl / 24 la Suisse Normande,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0386,Bière blonde Pale Ale  75 cl / 9 la Suisse Normande,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0387,Bière de Noel 33 cl / 24 ça sent le sapin,PRODUIT_DE_NOEL,Calculé à partir des données documentées,À VALIDER
PROD-0387,Bière de Noel 33 cl / 24 ça sent le sapin,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0388,Bière de Noel 75 cl / 9 ça sent le sapin,PRODUIT_DE_NOEL,Calculé à partir des données documentées,À VALIDER
PROD-0388,Bière de Noel 75 cl / 9 ça sent le sapin,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0389,Bière édition limité du moment 33 cl / 24,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
