id_produit,nom_produit,tag,origine_du_tag,statut
PROD-0390,Bière édition limité du moment 75 cl / 9,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0391,Pack 6 bouteilles 33 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0392,Pack 6 bouteilles 33 cl + 2 verres,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0393,Pack 3 bouteilles 75 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0394,Pack 1 bouteilles 75 cl + 2 verres,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0395,Demi mètre craft logoté composé de 9 bières 33 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0395,Demi mètre craft logoté composé de 9 bières 33 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0396,Pinte 50 cl Brasserie Lalie,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0397,Verre à bière Brasserie Lalie 25 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0398,CONNIVENCE BLANC 75 cl  14° en coffret de 6,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0398,CONNIVENCE BLANC 75 cl  14° en coffret de 6,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0399,PINOT NOIR 50 CL rouge 12 ° en coffret de 6,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0400,PINOT NOIR magnum 150 CL rouge 12 ° en coffret de 3,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0400,PINOT NOIR magnum 150 CL rouge 12 ° en coffret de 3,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0401,AUXERROIS 50 CL blanc 12 °  en coffret de 6,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0402,PINOT Gris 50 CL en coffret de 6,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0403,AUXERROIS magnum 150 CL blanc 12 °  en coffret de 3,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0403,AUXERROIS magnum 150 CL blanc 12 °  en coffret de 3,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0404,Gin 40° 70 cl   Echantillon gratuit pour 6 sur demande,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0404,Gin 40° 70 cl   Echantillon gratuit pour 6 sur demande,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0405,Gin 40 ° 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0406,Gin 40° 70 cl   Concombre-basilic-pomme Echantillon gratuit sur demande,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0406,Gin 40° 70 cl   Concombre-basilic-pomme Echantillon gratuit sur demande,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0407,Gin fusion  21 ° Rhubarbe Menthe 50 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0407,Gin fusion  21 ° Rhubarbe Menthe 50 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0408,Gin fusion 21° Framboise Hibiscus 50 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0408,Gin fusion 21° Framboise Hibiscus 50 cl,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0409,Vodka 40° 70 cl  Echantillon gratuit pour 6 sur demande,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0409,Vodka 40° 70 cl  Echantillon gratuit pour 6 sur demande,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0410,Vodka Normande 40° 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0411,Liqueur de café Cold brew 25° 70 cl Echantillon gratuit pour 6 sur demande,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0411,Liqueur de café Cold brew 25° 70 cl Echantillon gratuit pour 6 sur demande,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0412,Liqueur de café Cold brew 25° 20 cl,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0413,Limoncello 50 cl Liqueur de citron Echantillon gratuit pour 6 sur demande,PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0413,Limoncello 50 cl Liqueur de citron Echantillon gratuit pour 6 sur demande,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0414,"Rhum botanique ""Jardin à l'Anglaise"" 70 cl 40° Nouveau design",NOUVEAUTE,Calculé à partir des données documentées,À VALIDER
PROD-0414,"Rhum botanique ""Jardin à l'Anglaise"" 70 cl 40° Nouveau design",PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0414,"Rhum botanique ""Jardin à l'Anglaise"" 70 cl 40° Nouveau design",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0415,"Rhum botanique ""Le chaleureux"" 70 cl 40° Nouveau design",NOUVEAUTE,Calculé à partir des données documentées,À VALIDER
PROD-0415,"Rhum botanique ""Le chaleureux"" 70 cl 40° Nouveau design",PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0415,"Rhum botanique ""Le chaleureux"" 70 cl 40° Nouveau design",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0416,"Les singuliers ""Cask finish"" 50 cl",PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0416,"Les singuliers ""Cask finish"" 50 cl",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0417,"Coffret 3 X 20 cl Gin, Vodka et Cold brew,",PRODUIT_FRAGILE,Calculé à partir des données documentées,À VALIDER
PROD-0417,"Coffret 3 X 20 cl Gin, Vodka et Cold brew,",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0418,PASTIS du verger Echantillon gratuit pour 6 sur demande,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0421,Savon 100 grs lait,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0422,Savon 100 grs amande douce,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0423,Savon 100 grs chèvrefeuille,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0424,Savon 100 grs miel,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0425,Savon 100 grs thé,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0426,Savon 100 grs marine,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0427,Savon 100 grs rose,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0428,Savon 100 grs fleur de pommier,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0437,Crème hydratante 50 ml,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0438,Crème antiride 50 ml,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0439,Lait corporel 200 ml,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0442,Miel de Fleurs de Normandie 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0444,Miel d'Acacia 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0446,Miel de Tilleul 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0448,Miel de Chataigner 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0450,Miel de Foret 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0452,Pain D'épices Nature 100gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0453,Pain D'épices Nature 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0454,Pain D'épices aux pépites de Chocolats  250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0455,Pain D'épices aux éclats de Noix  250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0456,Pain D'épices aux écorces d'Oranges  250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0457,Pain D'épices aux Figues 250gr (fin d'année),PRODUIT_DE_NOEL,Calculé à partir des données documentées,À VALIDER
PROD-0457,Pain D'épices aux Figues 250gr (fin d'année),FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0458,Hydromel 75cl (fait a façon),PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0460,Bonbons au Miel 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0461,Bonbons au Miel et Eucalyptus 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0462,Bonbons au Miel et Sève de Pin 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0463,Bonbons Fourrés au Miel 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0464,Bonbons berlingot au Miel 150gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0465,Nougat tendre Amandes Noisettes 100gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0466,Nougat tendre Amandes Noisettes Pistaches 100gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0467,Nougat tendre Amandes Noisettes M&M's 100gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0468,Nougat tendre Noix de Pécan Caramel beurre salé 100gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0469,Bouchées Nougat tendre 100gr emballage individuel,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0470,Bouchées Nougat tendre emballage individuel EN VRAC,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0471,"Balsamique de pommes ""onctueux""  20cl",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0472,"Cidre de Glace 37,5cl 12%",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0473,Saucisson sec nature env 225gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0474,Saucisson épices vin rouge env 225gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0475,Chorisson env 225gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0476,Cœur de roti (COPPA) env 200gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0477,Noix de roti (LONZU) env 200gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0478,Bœuf Normand séché env 200gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0478,Bœuf Normand séché env 200gr,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0479,Gorge de porc séché facon Guanciale env 200gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0480,Saucisse seche env 175gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0482,Beurre de Cacahuètes Nature 300g,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0483,"Beurre de Cacahuètes ""Crunchy"" 300g",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0484,"Beurre de Cacahuètes ""Chouchou"" 300g",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0485,Beurre 100% Cacahuetes sans sucre ajouté 300g,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0486,Moscow Mule 70cl 16%,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0487,Pornstar Martini 70cl 16%,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0488,Espresso Martini 70cl 16%,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0489,Sex on the Beach 70cl 16%,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0490,Cosmopolitan 70cl 16%,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0491,American Plum Sour 70cl 16%,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0492,"Vodka Arrangée Mangue Abricot 70cl 16,2%",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0493,"Vodka Arrangée Romarin Pamplemousse 70cl 16,2%",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0494,"Vodka Arrangée Rhubarbe Sichuan 70cl 16,2%",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0495,"Vodka Arrangée Banane Vanille 70cl 16,2%",PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0496,Petite boite ronde 90gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0497,Grande boite ronde 150gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0498,Sachet Kraft 100gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0499,Boite prestige 200gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0499,Boite prestige 200gr,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0500,Boite prestige 250gr,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0500,Boite prestige 250gr,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0501,Boite prestige 320gr,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0502,Coffret 480gr,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0503,Billes chocolatées Vrac,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0504,BOÎTE BOIS RONDE BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0505,BOÎTE BOIS RONDE BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0506,BOÎTE BOIS CARRÉE BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0507,BOÎTE BOIS CARRÉE BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0508,BOÎTE BOIS RONDE FONDANT BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0509,BOÎTE BOIS RONDE FONDANT BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0510,BOÎTE BOIS CARRÉE FONDANT BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0511,BOÎTE BOIS CARRÉE FONDANT BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0512,BOÎTE BOIS RONDE ASSORTIMENT TRADITION,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0513,BOÎTE BOIS RONDE ASSORTIMENT TRADITION,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0514,BOÎTE BOIS CARRÉE ASSORTIMENT TRADITION,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0515,BOÎTE BOIS CARRÉE ASSORTIMENT TRADITION,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0516,BOÎTE BOIS RONDE ASSORTIMENT FONDANTS,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0517,BOÎTE BOIS RONDE ASSORTIMENT FONDANTS,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0518,BOÎTE BOIS CARRÉE ASSORTIMENT FONDANTS,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0519,BOÎTE BOIS CARRÉE ASSORTIMENT FONDANTS,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0520,BOÎTE BOIS RONDE ASSORTIMENT NORMANDIE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0521,BOÎTE BOIS RONDE ASSORTIMENT NORMANDIE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0522,BOÎTE BOIS CARRÉE ASSORTIMENT NORMANDIE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0523,BOÎTE BOIS CARRÉE ASSORTIMENT NORMANDIE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0524,SACHET FONDANTS BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0525,SACHET FONDANTS NOISETTE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0526,SACHET FONDANTS VANILLE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0527,SACHET FONDANTS VANILLE MARBRÉ CHOCOLAT,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0528,SACHET BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0529,SACHET BEURRE SALÉ & CRÈME D’ISIGNY AOP,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0530,SACHET BEURRE DOUX D’ISIGNY AOP,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0531,SACHET CRÈME D’ISIGNY AOP,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0532,SACHET ASSORTIMENT FONDANTS,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0533,SACHET ASSORTIMENT TRADITION,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0534,SACHET ASSORTIMENT NORMANDIE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0535,"BOÎTE MÉTAL À FENÊTRE ""GOÛT TATIN""",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0536,"SACHET NŒUD ""GOÛT TATIN""",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0537,BOÎTE CUBE BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0538,BOÎTE CUBE FONDANTS BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0539,BOÎTE CUBE ASSORTIMENT TRADITION,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0540,BOÎTE CUBE ASSORTIMENT NORMANDIE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0541,BOÎTE FER FONDANTS,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0542,BOÎTE FER BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0543,BOÎTE FER ASSORTIMENT NORMANDIE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0544,POT À LAIT,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0545,BOÎTE CIGARE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0546,2 CV FOURGONNETTE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0547,ASSORTIMENT NORMANDIE,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0547,ASSORTIMENT NORMANDIE,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0548,BEURRE SALÉ,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0548,BEURRE SALÉ,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0549,FONDANT BEURRE SALÉ,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0549,FONDANT BEURRE SALÉ,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0550,ASSORTIMENT FONDANTS,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0550,ASSORTIMENT FONDANTS,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0551,BOÎTE CIGARE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0552,BOÎTE BOIS DEBARQUEMENT,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0553,FOLKLORE NORMAND,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0554,CARROUSEL,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0555,"BOÎTE ""PRESTIGE""",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0556,"BOÎTE ""SOUVENIRS D’ENFANCE""",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0557,"BOÎTE FER ""NOËL""",PRODUIT_DE_NOEL,Calculé à partir des données documentées,À VALIDER
PROD-0557,"BOÎTE FER ""NOËL""",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0558,"CITROËN 2CV ""NOËL""",PRODUIT_DE_NOEL,Calculé à partir des données documentées,À VALIDER
PROD-0558,"CITROËN 2CV ""NOËL""",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0559,"BOÎTE ""JOYEUSES FÊTES""",PRODUIT_DE_NOEL,Calculé à partir des données documentées,À VALIDER
PROD-0559,"BOÎTE ""JOYEUSES FÊTES""",FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0560,CALENDRIER DE L'AVENT (Décor 09/2026),PRODUIT_DE_NOEL,Calculé à partir des données documentées,À VALIDER
PROD-0560,CALENDRIER DE L'AVENT (Décor 09/2026),FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0560,CALENDRIER DE L'AVENT (Décor 09/2026),PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0561,BEURRE SALÉ,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0561,BEURRE SALÉ,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0562,FONDANTS BEURRE SALÉ,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0562,FONDANTS BEURRE SALÉ,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0563,ASSORTIMENT FONDANTS,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0563,ASSORTIMENT FONDANTS,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0564,ASSORTIMENT NORMANDIE,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0564,ASSORTIMENT NORMANDIE,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0565,ASSORTIMENT 9 FRUITS,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0565,ASSORTIMENT 9 FRUITS,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0566,ASSORTIMENT TRADITION,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0566,ASSORTIMENT TRADITION,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0567,ASSORTIMENT TRADITION,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0568,ASSORTIMENT NORMANDIE,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0569,ASSORTIMENT 5 FRUITS,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0570,BEURRE SALÉ,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0571,ASSORTIMENT FONDANTS,FAIBLE_COUT_LOGISTIQUE,Calculé à partir des données documentées,À VALIDER
PROD-0572,BOÎTE 2KG BEURRE SALÉ D’ISIGNY AOP,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0572,BOÎTE 2KG BEURRE SALÉ D’ISIGNY AOP,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0573,BOÎTE 2KG NOISETTE,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0573,BOÎTE 2KG NOISETTE,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0574,BOÎTE 2KG VANILLE,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0574,BOÎTE 2KG VANILLE,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0575,BOÎTE 2KG VANILLE MARBRÉ CHOCOLAT,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0575,BOÎTE 2KG VANILLE MARBRÉ CHOCOLAT,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0576,VRAC BEURRE SALÉ D’ISIGNY AOP,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0577,VRAC NOISETTE,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0578,VRAC VANILLE,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0579,VRAC VANILLE MARBRÉ CHOCOLAT,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0580,BOÎTE BOUCHÉES CARAMEL FONDANT BEURRE SALÉ,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0580,BOÎTE BOUCHÉES CARAMEL FONDANT BEURRE SALÉ,PREMIUM,Calculé à partir des données documentées,À VALIDER
PROD-0581,VRAC BEURRE SALÉ D’ISIGNY AOP,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0582,VRAC BEURRE SALÉ D’ISIGNY AOP,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0583,VRAC BEURRE DOUX D’ISIGNY AOP,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
PROD-0584,VRAC CRÈME D’ISIGNY AOP,PRODUIT_LOURD,Calculé à partir des données documentées,À VALIDER
